carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.51,Very Good,I,SI1,62.5,58.0,5.05,5.12,3.18,1318.2952419280473
0.71,Ideal,D,VS2,60.4,57.0,5.77,5.82,3.5,3147.0419785846525
0.4,Premium,E,VS2,62.0,58.0,4.73,4.69,2.92,895.2453311767872
0.9,Ideal,G,SI1,60.2,56.0,6.24,6.29,3.77,3980.656918486971
0.59,Good,F,VS1,60.5,61.0,5.43,5.5,3.31,1866.9202971334867
1.19,Premium,D,SI2,58.6,61.0,6.93,6.89,4.05,5287.636385620637
0.51,Premium,G,VS2,61.3,59.0,5.17,5.11,3.15,1481.291192139764
0.5,Very Good,E,VS2,61.8,57.0,5.05,5.11,3.14,1414.5959167184183
1.01,Fair,H,SI2,64.9,56.0,6.33,6.25,4.08,3783.317704198999
0.63,Premium,E,VS1,60.4,58.0,5.59,5.64,3.39,2437.826906846154
0.72,Ideal,D,SI2,62.7,55.0,5.7,5.72,3.58,2522.2107118477747
0.3,Ideal,F,VS2,60.7,57.0,4.34,4.29,2.62,523.6442158596451
0.3,Ideal,E,VVS2,61.6,56.0,4.32,4.35,2.67,643.2643146654668
0.29,Very Good,D,VVS2,59.1,61.0,4.33,4.37,2.57,586.5698659491607
1.0,Very Good,E,SI2,63.2,56.0,6.33,6.36,4.01,4137.079324537559
1.17,Ideal,G,VS1,61.7,57.0,6.71,6.75,4.15,7932.5734439182925
1.56,Very Good,H,VVS2,63.3,58.0,7.3,7.35,4.64,14021.732959182564
0.56,Ideal,E,SI1,62.7,57.0,5.27,5.23,3.29,1702.4989082001975
0.41,Very Good,I,SI2,63.5,57.0,4.72,4.7,2.99,495.83198501597235
1.53,Very Good,I,VS1,62.8,55.0,7.35,7.4,4.63,11367.710521270848
0.52,Very Good,J,SI1,62.5,59.0,5.14,5.16,3.22,1197.6092009719277
0.4,Ideal,J,SI1,61.4,55.0,4.75,4.8,2.93,859.7302243359791
1.0,Premium,F,VS2,59.0,59.0,6.54,6.51,3.85,5309.016144632027
0.36,Ideal,F,VS1,61.5,55.0,4.57,4.61,2.82,900.0228954034756
0.41,Ideal,E,VS2,61.8,57.0,4.76,4.78,2.95,1154.7350740448169
0.9,Premium,H,SI1,61.4,60.0,6.13,6.08,3.75,4072.8980099673518
1.59,Premium,G,SI1,62.3,60.0,7.49,7.42,4.64,10226.180443785379
1.03,Premium,G,VS1,62.2,59.0,6.41,6.46,4.0,6403.363029788259
0.38,Premium,G,VS1,61.9,56.0,4.68,4.63,2.88,775.3660788244829
0.74,Ideal,E,SI2,59.2,59.0,5.92,5.97,3.52,2261.5946481187625
1.5,Very Good,G,SI1,63.1,59.0,7.22,7.27,4.57,9568.005264082796
1.01,Good,E,SI1,59.3,64.0,6.47,6.49,3.84,4447.520798839254
1.71,Premium,H,VS2,62.5,58.0,7.64,7.52,4.74,12667.512846528418
0.9,Very Good,G,VS2,61.3,59.0,6.15,6.21,3.79,4575.919097128921
1.09,Ideal,G,SI2,61.2,57.0,6.63,6.68,4.07,4996.432516571263
0.78,Very Good,E,VS1,60.0,56.0,6.0,6.03,3.61,3540.003035578792
0.32,Ideal,D,VS2,61.5,56.0,4.41,4.44,2.72,654.4218845539554
0.3,Ideal,F,IF,62.0,56.0,4.31,4.33,2.68,598.9347623650906
1.01,Premium,G,SI1,58.8,58.0,6.59,6.51,3.85,4393.5727017892805
0.32,Ideal,D,VVS2,61.7,55.0,4.39,4.42,2.72,810.738554737924
1.05,Premium,H,VS2,62.7,59.0,6.49,6.43,4.05,6088.002246601496
0.9,Ideal,H,SI1,61.1,58.0,6.24,6.19,3.79,3935.33035512147
0.54,Ideal,G,VVS1,62.2,56.0,5.2,5.22,3.24,2562.7970181303667
1.5,Ideal,E,SI1,62.6,56.0,7.27,7.3,4.56,9736.878060930329
1.01,Good,D,SI1,62.9,57.0,6.34,6.37,4.0,4798.521363985282
1.76,Ideal,F,SI2,62.6,55.0,7.69,7.64,4.8,10903.172260905389
1.01,Fair,F,VS2,65.2,52.0,6.31,6.29,4.11,5368.56837156981
1.03,Ideal,H,SI2,60.5,57.0,6.58,6.52,3.96,4303.470290013324
0.3,Ideal,E,VVS1,60.1,57.0,4.38,4.41,2.64,489.75955194753897
2.03,Ideal,G,SI2,62.5,56.0,8.1,8.05,5.05,13343.730625976943
0.54,Premium,I,VVS1,60.8,61.0,5.28,5.22,3.19,2336.580457559837
1.01,Premium,D,SI2,58.3,59.0,6.67,6.63,3.88,3628.567267193165
1.51,Fair,I,I1,65.1,57.0,7.16,7.12,4.65,4484.196997491561
0.56,Very Good,E,VS1,62.7,60.0,5.25,5.28,3.3,1981.065300457906
0.47,Premium,G,VS2,61.0,59.0,5.03,5.0,3.06,1228.1026272405134
0.9,Very Good,G,SI2,61.1,55.0,6.21,6.26,3.81,3166.080594418773
0.57,Premium,E,VS2,61.0,58.0,5.34,5.31,3.25,1946.540291241537
0.36,Ideal,G,VVS2,61.8,55.0,4.57,4.62,2.84,1060.2611360313335
0.9,Premium,H,VS2,61.2,61.0,6.21,6.14,3.78,4629.898844044684
0.8,Good,F,VS2,60.5,62.3,5.97,6.01,3.62,3406.619342101303
0.5,Ideal,E,VVS2,61.7,55.7,5.09,5.12,3.13,2166.2250426507862
1.16,Very Good,I,SI1,62.7,57.0,6.67,6.76,4.21,6229.413926940548
0.54,Ideal,G,SI2,62.3,58.0,5.17,5.2,3.23,1516.4675052958974
0.23,Premium,E,VVS2,61.8,58.0,3.94,3.92,2.43,487.1962192990767
0.96,Premium,D,SI2,59.1,58.0,6.53,6.44,3.83,3306.9639993008936
0.38,Ideal,E,VS2,61.9,57.0,4.61,4.66,2.87,1057.607943407546
0.32,Ideal,G,VVS2,61.2,56.0,4.42,4.41,2.7,743.0762952792697
0.71,Ideal,D,VVS2,61.6,56.0,5.69,5.77,3.53,4220.692574764525
1.05,Premium,F,VS1,62.3,55.0,6.57,6.49,4.07,6339.680968143004
1.16,Premium,G,VVS2,60.0,59.0,6.89,6.82,4.11,8654.981584213061
0.9,Very Good,D,SI1,63.0,58.0,6.11,6.14,3.86,4006.8645170990703
0.41,Good,F,VS2,59.7,63.0,4.8,4.85,2.88,525.0433200023335
0.71,Very Good,I,SI2,61.9,54.0,5.67,5.74,3.53,2062.2043373462484
0.74,Very Good,H,VS1,62.3,56.0,5.75,5.78,3.59,3492.9945679653224
0.73,Premium,I,VS1,61.2,59.0,5.82,5.84,3.57,3373.8804317494605
1.16,Ideal,H,SI2,61.1,56.0,6.78,6.79,4.15,5505.3251964928995
1.57,Fair,H,VS1,67.3,66.0,7.85,5.75,3.87,10318.145886124175
0.3,Very Good,D,VS2,62.9,58.0,4.23,4.26,2.67,387.21741138509924
0.58,Ideal,F,SI2,60.9,56.0,5.42,5.39,3.29,1395.0955410265965
0.32,Very Good,D,VS2,62.0,57.0,4.38,4.42,2.73,350.58542814808516
1.51,Ideal,I,SI1,62.7,57.0,7.35,7.3,4.59,9629.245428565286
0.7,Premium,G,SI1,62.0,61.0,5.67,5.62,3.5,2462.068596937038
0.88,Ideal,E,SI2,62.2,57.0,6.08,6.2,3.82,3686.41007872837
0.7,Ideal,G,SI1,62.2,56.0,5.72,5.69,3.55,2493.4745203686325
0.25,Ideal,F,VVS1,62.3,56.0,4.01,4.03,2.5,713.8462079734484
0.7,Very Good,F,VS2,62.4,59.0,5.64,5.71,3.54,2913.5342849686476
1.07,Ideal,G,SI2,61.7,57.0,6.55,6.59,4.05,4930.15977668319
0.39,Fair,G,IF,57.1,61.0,4.83,4.88,2.77,1172.5841377013312
1.55,Ideal,F,VS2,61.8,54.0,7.44,7.48,4.61,11099.9975554292
1.18,Ideal,I,VS2,62.3,56.0,6.76,6.73,4.21,7479.435925656369
1.21,Premium,H,SI1,61.8,58.0,6.83,6.79,4.21,6608.863047381832
0.27,Ideal,I,VS1,62.1,54.0,4.16,4.18,2.59,474.74849323938497
0.35,Ideal,H,VVS2,62.5,57.0,4.54,4.48,2.82,958.4967973022449
0.7,Ideal,H,VS2,62.4,56.0,5.63,5.72,3.54,3300.8553891167758
0.91,Premium,I,VS2,62.4,61.0,6.18,6.16,3.85,4829.243849741624
0.33,Ideal,D,VS2,62.6,56.0,4.43,4.39,2.76,745.7781398868992
2.14,Premium,I,SI1,61.3,61.0,8.32,8.28,5.09,15828.894224260104
1.2,Premium,I,VS2,62.6,58.0,6.77,6.72,4.22,7546.10564915831
0.3,Very Good,H,VVS1,62.6,56.0,4.25,4.28,2.67,686.0999294146864
0.5,Ideal,I,SI1,59.8,59.0,5.18,5.15,3.09,1095.856128144154
0.55,Ideal,G,VS2,62.2,54.0,5.27,5.28,3.28,2003.996648235963
2.01,Very Good,H,VS2,63.5,59.0,7.92,7.86,5.01,15977.676377915068
0.3,Ideal,H,VVS2,61.3,57.0,4.33,4.31,2.65,618.3150046325627
1.65,Premium,D,SI1,60.4,60.0,7.63,7.58,4.59,10713.164304847425
0.26,Very Good,F,VS2,62.4,58.0,4.06,4.08,2.54,489.85576293490806
0.42,Ideal,D,VS1,61.1,57.0,4.84,4.81,2.95,1181.266640543667
0.5,Premium,F,VVS2,61.9,58.0,5.07,5.1,3.15,2072.392380502015
1.09,Ideal,G,VS2,62.4,55.0,6.61,6.56,4.11,6566.983774815926
0.41,Premium,G,SI1,61.3,58.0,4.76,4.8,2.93,814.7883307697543
1.06,Premium,F,SI1,58.4,61.0,6.73,6.69,3.92,4747.7822363912355
1.49,Fair,F,SI1,59.6,63.0,7.2,7.34,4.33,9209.067289655733
0.37,Very Good,F,VS2,59.2,61.0,4.63,4.69,2.76,515.5464743378652
0.4,Very Good,D,VS2,63.5,55.0,4.69,4.66,2.97,794.8995176984013
0.9,Very Good,E,SI1,62.2,60.0,6.14,6.17,3.83,3926.9103842968852
0.35,Very Good,H,SI1,61.3,55.0,4.55,4.58,2.8,363.2992704872204
1.51,Very Good,E,VS2,62.4,59.0,7.26,7.36,4.56,10564.394141618155
1.08,Premium,G,SI1,59.4,60.0,6.7,6.63,3.96,5097.817678450159
0.38,Ideal,F,VS1,62.4,54.0,4.64,4.68,2.91,1037.9615515759306
1.06,Ideal,I,VS2,61.4,57.0,6.57,6.52,4.02,6242.585734233191
0.51,Ideal,E,VS2,61.5,55.0,5.23,5.14,3.19,1539.6745035236154
1.0,Fair,F,SI1,64.8,58.0,6.26,6.21,4.04,4678.033996203381
0.32,Ideal,F,VS2,60.3,55.0,4.45,4.4,2.67,568.7354545776516
1.02,Premium,F,VS2,62.4,59.0,6.4,6.45,4.01,5871.152599935951
0.42,Premium,H,VS2,62.1,57.0,4.8,4.76,2.97,1022.5001482966259
1.02,Premium,G,SI2,62.3,58.1,6.41,6.38,4.0,4384.740421774652
0.31,Very Good,F,VS2,63.4,56.0,4.32,4.29,2.73,335.2277609616467
0.9,Good,E,SI1,63.9,57.0,6.12,6.08,3.9,3792.8870463803523
1.05,Ideal,F,VS2,59.1,57.0,6.67,6.66,3.94,5903.4176743543285
0.9,Good,F,SI1,58.0,58.0,6.24,6.28,3.63,3509.3317658640035
0.33,Ideal,D,VVS2,60.9,57.0,4.46,4.48,2.72,817.9315956190735
0.4,Very Good,E,VS1,60.1,58.0,4.72,4.76,2.85,816.2422283432129
1.37,Ideal,G,SI2,62.8,57.0,7.12,7.06,4.45,7319.823416317171
0.72,Ideal,F,IF,62.0,57.0,5.71,5.78,3.56,5143.574676781585
1.08,Ideal,I,VS2,61.6,56.0,6.63,6.59,4.07,6390.821802400297
0.35,Premium,E,IF,59.0,61.0,4.64,4.62,2.73,1038.2645488927483
2.02,Premium,H,SI2,61.5,58.0,8.14,8.1,4.99,12911.096591386393
1.88,Good,J,SI2,57.9,59.0,8.16,8.11,4.71,10653.38309546985
1.52,Ideal,H,VS2,61.8,55.1,7.38,7.42,4.58,10816.68130404738
1.01,Ideal,G,SI1,62.2,55.0,6.44,6.46,4.01,4994.267427927856
0.56,Ideal,G,VS1,60.7,57.0,5.27,5.34,3.22,2282.724316430361
0.96,Premium,E,SI2,62.8,60.0,6.3,6.24,3.94,3873.627670407677
0.34,Very Good,E,SI1,63.4,55.0,4.46,4.44,2.82,438.6587480778394
0.8,Ideal,E,SI1,61.1,56.0,5.98,6.01,3.66,3246.1310321009014
0.3,Ideal,D,VS1,61.0,57.0,4.31,4.32,2.63,586.9233606435132
0.54,Ideal,E,VS2,61.8,57.0,5.23,5.26,3.24,1951.5203998698892
0.71,Good,G,VS2,63.5,59.0,5.63,5.67,3.59,2885.3249015631727
1.01,Very Good,F,VS2,61.5,57.0,6.4,6.48,3.96,5554.00338128783
1.02,Ideal,I,SI2,62.8,58.0,6.37,6.41,4.01,4728.2180948564765
2.01,Very Good,I,VS2,62.1,60.0,7.96,8.01,4.96,15900.356720428135
0.33,Ideal,G,VS1,62.4,56.0,4.43,4.45,2.77,763.726910085054
0.44,Ideal,G,SI1,62.7,57.0,4.82,4.85,3.03,1231.4638249905447
0.31,Very Good,E,VVS1,62.3,59.0,4.32,4.38,2.71,605.7363437473768
0.26,Very Good,G,VVS2,62.6,56.0,4.1,4.13,2.57,490.07729952759905
1.58,Ideal,E,SI1,61.0,57.0,7.5,7.55,4.59,10267.678801852198
0.32,Ideal,E,SI2,61.6,56.0,4.4,4.43,2.72,575.0742614317414
0.31,Good,G,SI1,63.3,57.0,4.3,4.33,2.73,306.62765521053825
0.75,Very Good,H,SI2,61.9,56.0,5.79,5.87,3.61,2286.126250076455
0.39,Very Good,H,VVS2,62.4,57.0,4.67,4.7,2.92,1046.6098499019408
0.41,Ideal,E,VVS2,62.8,54.0,4.77,4.72,2.98,1418.206568093862
0.54,Ideal,I,IF,61.6,53.0,5.26,5.3,3.25,3064.376028006781
0.55,Ideal,D,VVS2,61.5,56.0,5.26,5.28,3.24,2595.0989480992666
0.35,Ideal,H,VVS1,62.6,57.0,4.47,4.45,2.79,1262.0722136086229
1.82,Very Good,G,SI2,61.3,58.0,7.83,7.94,4.83,10974.726136534595
0.72,Ideal,J,VS1,61.1,56.0,5.84,5.82,3.56,3355.4827292909977
1.52,Good,I,SI1,64.0,58.0,7.2,7.27,4.63,9758.4551114616
0.4,Good,F,VVS1,60.6,62.0,4.71,4.73,2.86,1073.464834007156
0.3,Premium,F,IF,61.6,58.0,4.34,4.3,2.66,659.4734025231587
1.2,Ideal,H,SI1,60.8,57.0,6.9,6.88,4.19,6445.126576478775
0.56,Fair,F,VS2,57.0,67.0,5.49,5.36,3.09,949.6535231239795
0.54,Ideal,H,VVS2,61.8,56.0,5.25,5.27,3.25,2457.154087799027
1.55,Ideal,G,VS1,62.0,57.0,7.37,7.42,4.58,11948.532191296268
1.33,Good,D,SI2,59.0,64.0,7.22,7.12,4.23,5910.097380827709
0.37,Premium,H,VS2,61.4,58.0,4.64,4.61,2.84,673.9921200431531
0.37,Premium,D,VS2,60.5,59.0,4.66,4.69,2.83,635.5524695230906
1.01,Ideal,F,SI2,61.3,57.0,6.4,6.35,3.91,4486.852497344025
1.19,Very Good,D,SI2,63.5,57.0,6.67,6.75,4.26,5754.4080526033795
0.9,Very Good,I,SI1,60.5,58.0,6.22,6.27,3.78,3722.764676164152
0.32,Ideal,E,IF,62.6,55.0,4.38,4.41,2.75,796.0773180011442
0.67,Good,J,VS1,64.2,55.6,5.54,5.57,3.57,2767.961505823303
0.4,Good,D,VS2,63.5,55.0,4.66,4.69,2.97,676.214591853603
0.35,Very Good,G,IF,62.6,59.0,4.43,4.49,2.79,1044.857778159537
0.25,Ideal,E,VVS2,62.1,57.0,4.04,4.07,2.52,452.251223593179
2.38,Premium,H,VS1,60.9,59.0,8.62,8.59,5.24,20938.156737527766
2.03,Premium,J,SI1,62.1,59.0,8.12,8.06,5.02,14792.620433136466
1.08,Ideal,E,VVS1,61.0,56.0,6.66,6.62,4.05,8519.552323984302
0.71,Ideal,E,SI1,60.8,57.0,5.8,5.84,3.54,2453.831733051843
1.01,Premium,F,SI2,61.3,60.0,6.43,6.4,3.93,4209.825210214276
0.61,Very Good,I,VS2,62.7,57.0,5.39,5.42,3.39,2205.6103672391628
0.3,Ideal,I,SI1,61.5,57.0,4.3,4.35,2.66,640.6458250368632
0.48,Ideal,F,VVS1,62.0,55.0,4.99,5.04,3.11,2013.0428426531712
0.43,Ideal,D,SI1,61.5,56.0,4.87,4.82,2.98,920.1060471613064
0.7,Premium,D,VS1,61.0,59.0,5.79,5.72,3.51,3000.9809299941226
2.17,Ideal,I,SI1,60.4,56.0,8.36,8.43,5.07,16353.264349720956
0.7,Good,G,VS2,62.1,61.0,5.68,5.69,3.53,2645.7788195589355
1.73,Ideal,F,VS1,62.1,57.0,7.73,7.64,4.77,13736.279735960015
1.5,Very Good,J,VS1,61.3,59.0,7.36,7.41,4.53,10921.530562974756
0.75,Premium,I,SI1,62.5,58.0,5.77,5.82,3.62,2950.079579961213
0.71,Good,F,VS2,63.8,58.0,5.61,5.64,3.59,2925.966334317279
1.0,Very Good,G,VS1,59.4,59.0,6.52,6.54,3.88,5576.3797656737215
1.02,Good,H,SI2,57.9,61.0,6.75,6.68,3.89,3120.337934057982
0.7,Premium,E,SI1,60.7,58.0,5.74,5.73,3.48,2293.6395790781344
0.5,Ideal,E,VVS1,61.9,58.0,5.07,5.11,3.15,2164.4051186032734
2.15,Premium,H,SI2,62.8,58.0,8.22,8.17,5.15,14363.5098358019
0.34,Ideal,G,VVS2,61.1,57.0,4.48,4.52,2.75,935.4998453846279
0.84,Very Good,I,VVS2,61.7,56.0,6.03,6.07,3.74,5281.620060588139
1.01,Very Good,D,SI2,64.0,56.0,6.3,6.38,4.06,4359.588153309011
0.51,Premium,E,SI2,61.8,58.0,5.11,5.08,3.15,1037.3208902754318
0.56,Ideal,D,SI1,62.3,56.0,5.26,5.33,3.3,1779.0095055029774
0.35,Ideal,F,VS2,61.4,55.0,4.55,4.6,2.81,774.2916920257289
1.05,Premium,D,SI1,61.6,61.0,6.55,6.5,4.02,5081.134737734617
0.46,Ideal,E,VS2,62.1,57.0,4.93,4.89,3.05,1480.5004254637888
1.54,Premium,G,VS1,61.1,56.0,7.54,7.48,4.59,11271.454217159873
0.3,Ideal,F,VVS1,61.6,55.0,4.33,4.37,2.68,631.9544524641185
0.7,Ideal,G,SI2,61.8,53.0,5.73,5.69,3.53,2168.1177919003508
0.31,Good,H,VS1,64.0,59.0,4.25,4.28,2.73,347.48447055498536
0.4,Very Good,E,VVS2,63.6,55.0,4.67,4.7,2.98,1206.237806307785
1.01,Ideal,D,SI1,60.8,56.0,6.54,6.48,3.96,4691.492401228165
0.51,Very Good,G,VVS2,63.5,56.0,5.11,5.07,3.23,2003.5163986272414
0.9,Fair,D,VS2,57.5,66.0,6.3,6.25,3.61,3897.062260553103
0.32,Premium,E,SI1,60.1,60.0,4.47,4.42,2.67,794.4008840522758
0.3,Premium,F,SI1,62.1,60.0,4.28,4.26,2.65,506.62248712033033
0.47,Ideal,J,SI1,61.9,55.0,5.0,5.05,3.11,1186.3232582500996
0.31,Very Good,D,SI1,62.1,58.0,4.3,4.33,2.68,462.22515397267716
0.58,Ideal,G,IF,61.3,56.0,5.36,5.39,3.29,3561.3065061404527
0.4,Ideal,F,VVS1,61.3,56.0,4.76,4.73,2.91,1327.599842310874
0.23,Very Good,E,VVS1,61.3,58.0,3.94,3.96,2.42,329.6273660932534
1.14,Ideal,I,SI1,62.2,56.0,6.65,6.7,4.15,6292.101776053698
0.58,Premium,F,VS2,62.2,55.0,5.4,5.31,3.33,1956.1733246194565
1.37,Premium,J,SI2,60.7,60.0,7.19,7.07,4.33,6908.991966566113
2.25,Ideal,I,SI2,60.5,56.0,8.49,8.54,5.15,15245.12673051704
1.09,Ideal,F,SI1,62.0,56.0,6.56,6.61,4.08,5822.7659787943
1.01,Very Good,F,SI1,63.3,59.0,6.42,6.38,4.05,4709.179247585736
1.59,Premium,D,SI2,59.4,61.0,7.62,7.56,4.51,8695.4406772259
0.51,Very Good,G,VVS2,61.5,56.0,5.12,5.15,3.16,1986.4060020198567
0.51,Premium,H,SI2,62.9,56.0,5.08,5.06,3.19,1114.1030513151645
0.32,Ideal,E,VS2,62.1,55.0,4.36,4.4,2.72,757.5667140030528
0.7,Good,D,VS2,64.1,59.0,5.56,5.49,3.54,2888.7467031899573
1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,5801.872599150105
0.44,Good,J,VS1,63.1,57.0,4.83,4.87,3.06,985.1124561273546
0.42,Very Good,D,VS1,60.7,60.0,4.81,4.88,2.94,915.8832265941151
1.01,Premium,F,VS2,62.8,59.0,6.41,6.33,4.0,5709.366531865455
0.51,Premium,F,VS1,60.9,57.0,5.27,5.17,3.18,1385.55808718021
1.0,Fair,E,SI1,66.3,62.0,6.27,6.06,4.09,4578.860117217851
0.52,Very Good,G,SI1,60.6,61.0,5.17,5.19,3.14,1117.65506816974
0.9,Ideal,G,SI1,61.9,55.0,6.18,6.23,3.84,4140.565184091347
0.42,Ideal,G,VS1,61.0,56.0,4.82,4.86,2.95,1230.61382947304
0.3,Very Good,D,SI1,60.6,60.0,4.3,4.32,2.61,315.8528585029353
0.93,Premium,F,SI2,59.5,60.0,6.39,6.36,3.79,3290.9566434278145
1.23,Ideal,H,SI2,61.4,54.0,6.95,6.94,4.26,5975.600948215384
0.56,Ideal,E,VS2,60.9,56.0,5.35,5.32,3.25,1973.428605306586
0.32,Good,H,SI1,63.5,57.0,4.34,4.39,2.77,350.9270966139147
0.24,Ideal,F,VVS1,60.8,55.0,4.03,4.06,2.46,438.20503531384156
1.1,Premium,D,SI2,62.4,58.0,6.57,6.6,4.11,5043.622266254682
0.53,Very Good,E,VS1,63.0,56.0,5.13,5.16,3.24,1805.3667041171482
2.01,Very Good,E,SI2,62.0,61.0,8.04,8.1,5.0,12857.207474450674
1.3,Premium,H,SI2,61.3,58.0,6.99,6.95,4.27,6539.069336809609
2.0,Very Good,H,SI1,60.9,58.0,8.07,8.15,4.94,14408.218093690095
1.02,Good,D,SI2,58.9,65.0,6.59,6.54,3.87,3514.1288189857223
1.0,Premium,E,SI2,58.5,59.0,6.62,6.51,3.84,3588.8113043298335
2.0,Premium,H,SI2,62.1,60.0,8.1,8.01,5.3,12729.876457618015
0.3,Premium,D,VS2,60.9,58.0,4.35,4.32,2.64,321.0342858257791
0.71,Very Good,E,VVS2,61.7,60.0,5.7,5.74,3.53,3921.9987987971226
1.0,Ideal,G,VS1,62.5,54.0,6.4,6.44,4.01,6167.116496011893
1.2,Good,F,VS1,64.0,56.0,6.63,6.58,4.23,8006.175053401153
0.43,Premium,G,VS2,61.2,58.0,4.9,4.84,2.98,951.7310290599507
1.09,Fair,I,SI1,56.4,62.0,6.97,6.9,3.9,4053.2776260772494
0.72,Ideal,G,VS1,62.7,55.0,5.71,5.68,3.57,3624.8591381455503
1.07,Premium,E,SI2,61.3,59.0,6.64,6.58,4.05,4452.426245621479
1.07,Premium,F,SI2,58.2,58.0,6.79,6.72,3.93,4087.3722091638156
0.73,Ideal,D,VS2,62.3,54.0,5.77,5.8,3.6,3417.2023450140778
1.0,Very Good,H,SI2,61.6,58.0,6.43,6.47,3.97,3901.5669538745333
0.74,Premium,D,VS1,62.3,58.0,5.79,5.77,3.6,3573.670628410226
0.9,Good,E,SI2,61.9,62.0,6.14,6.18,3.81,3115.137293581549
0.53,Ideal,F,IF,61.9,54.0,5.22,5.25,3.24,2981.2518960935613
0.98,Fair,G,I1,58.7,57.0,6.54,6.43,3.8,2014.3955401673736
0.37,Ideal,H,SI1,59.7,56.0,4.71,4.67,2.8,500.02291031036657
0.36,Premium,G,VS1,59.7,59.0,4.61,4.64,2.76,646.2670474582865
1.86,Premium,H,SI2,62.3,57.0,7.85,7.82,4.88,11582.5494319801
0.4,Premium,G,SI1,61.6,59.0,4.72,4.66,2.89,734.2276386739773
0.56,Ideal,F,SI1,61.5,55.0,5.32,5.35,3.28,1600.9706145524005
2.01,Premium,H,SI1,58.2,62.0,8.26,8.21,4.79,14140.354524796421
0.78,Very Good,H,VS1,61.9,57.1,5.87,5.95,3.66,3816.0091630380393
0.32,Premium,D,SI1,60.4,58.0,4.44,4.47,2.69,386.54300545780006
0.43,Very Good,F,VS2,61.2,59.0,4.84,4.87,2.97,895.9898563569536
1.02,Premium,H,VS2,61.0,58.0,6.56,6.49,3.98,5537.21400896692
0.52,Very Good,G,VS1,59.5,58.0,5.21,5.28,3.12,1501.5452143966386
0.32,Good,H,SI1,63.4,55.0,4.36,4.38,2.77,623.630536987586
1.15,Premium,G,SI1,62.6,58.0,6.71,6.65,4.18,6068.576431118326
1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,7194.895099022784
1.02,Very Good,J,SI2,63.4,56.0,6.42,6.36,4.05,4132.187486288309
1.02,Premium,F,VS1,61.9,58.0,6.45,6.5,4.01,6178.346762112416
0.71,Ideal,E,VVS2,62.0,53.9,5.73,5.77,3.57,4131.347219200266
0.32,Ideal,E,VS2,62.1,55.0,4.39,4.43,2.74,695.944030201681
0.7,Ideal,I,SI1,62.5,55.0,5.7,5.73,3.57,2573.97321358939
0.7,Ideal,J,SI2,61.4,55.0,5.72,5.75,3.52,2225.139793481927
2.04,Ideal,I,SI1,60.2,56.0,8.19,8.26,4.95,14962.422460201848
0.52,Very Good,G,SI1,61.7,57.0,5.13,5.16,3.17,1228.7932349092061
0.41,Very Good,E,SI1,61.4,56.0,4.77,4.81,2.94,632.5394544068868
2.5,Premium,H,I1,59.9,60.0,8.75,8.67,5.22,9228.855327623623
0.31,Premium,E,VS1,60.2,58.0,4.43,4.38,2.65,302.98391152686963
1.27,Very Good,I,VS2,63.3,63.0,6.87,6.82,4.33,8106.390732457357
0.63,Premium,H,VS1,61.7,59.0,5.53,5.49,3.4,2552.719880610806
0.4,Premium,E,SI1,61.0,59.0,4.71,4.74,2.88,801.6729233036567
0.91,Very Good,G,SI1,60.2,58.0,6.29,6.31,3.79,3664.44670308259
0.31,Very Good,E,SI1,62.8,57.0,4.32,4.34,2.72,404.38974243466737
1.2,Premium,G,VS1,62.5,59.0,6.72,6.64,4.19,8154.455587384489
1.5,Ideal,G,VS1,61.3,53.9,7.37,7.42,4.53,11239.57602515603
0.77,Good,D,SI2,63.8,58.0,5.78,5.81,3.7,2325.9300407707087
0.27,Very Good,F,VS1,60.5,57.0,4.21,4.23,2.55,542.5903066762468
2.0,Ideal,H,SI1,63.9,54.0,7.92,8.0,5.1,15119.183755225311
0.34,Ideal,E,VS1,62.8,56.0,4.46,4.49,2.81,844.2043205780365
0.3,Ideal,E,VS2,62.3,57.0,4.32,4.29,2.68,565.6067179541778
0.32,Ideal,E,VS2,62.0,55.0,4.38,4.46,2.74,718.2463505893743
0.71,Very Good,D,SI1,63.2,58.0,5.65,5.68,3.58,2537.8747432019495
0.35,Ideal,H,VVS2,59.2,56.0,4.6,4.65,2.74,835.5838913086768
1.53,Premium,H,VS2,59.8,58.0,7.49,7.52,4.49,10542.86189833003
1.06,Ideal,I,SI2,61.3,56.0,6.59,6.55,4.03,4669.485715071161
0.24,Good,F,VS1,58.3,61.0,4.09,4.14,2.4,395.3626704121326
0.41,Very Good,E,SI1,63.1,57.0,4.73,4.71,2.98,711.9490267904994
0.9,Very Good,D,SI1,59.4,62.0,6.19,6.24,3.69,3802.7188089663377
1.38,Premium,H,SI2,60.2,60.0,7.31,7.24,4.37,6771.1609510651515
0.31,Very Good,G,VS2,62.6,57.0,4.3,4.32,2.7,378.51133239660885
1.02,Premium,I,SI2,61.2,59.0,6.51,6.46,3.97,4135.085474555878
0.83,Ideal,I,SI1,61.9,57.0,5.96,6.02,3.71,3738.5506737115875
1.02,Premium,F,SI2,62.0,59.0,6.42,6.33,3.95,4332.432612378328
